Country,Year,Item,Area harvested,Production,Yield,Avg_Temperature,Avg_CO2_Emissions,Avg_Sea_Level_Rise,Avg_Precipitation,Avg_Humidity,Avg_Wind_Speed
Luxembourg,2015,Crops Primary,62989,426390,6231902,12.61062451,417.7765514,-0.43485294,67.59450035,52.61316589,21.72234276
Luxembourg,2016,Crops Primary,60612,351181.7,3670169,17.20541571,356.9787668,0.784354802,88.71326112,19.64428532,18.39967056
Luxembourg,2017,Crops Primary,60568,374004.88,2900727,18.6207466,429.1562904,2.295120818,17.35829442,79.66942997,40.00946847
Luxembourg,2018,Crops Primary,56880,403730.7,3799415,9.414360052,337.3012292,1.044507716,23.63367209,97.7052452,28.79933808
Luxembourg,2019,Crops Primary,58860,392530,3611231,10.59886616,396.0605738,0.291917745,32.03622402,25.6797965,21.28101707
Luxembourg,2021,Crops Primary,56200,368680,3187160,13.26986369,397.1088731,-0.183341976,45.51692421,67.57892007,35.2236793
Madagascar,2000,Crops Primary,5091272,19593008.65,3305888,19.23646258,417.0988993,-0.315516705,96.43518677,36.06460339,11.96296939
Madagascar,2001,Crops Primary,5112923,20207677.98,3310509,18.60602117,405.6717748,0.199782482,65.40521123,24.79735488,26.21072033
Madagascar,2002,Crops Primary,5116767,19790959.46,3298005,16.04208658,396.0076586,0.142215671,28.24880481,45.68547874,21.79960414
Madagascar,2003,Crops Primary,5159441,19758814.87,3285615,13.4438564,379.8763697,-0.003622075,88.52446249,52.94802068,14.8719557
Madagascar,2005,Crops Primary,5380994,24318553.82,3364023,3.662514098,386.7161362,0.001679974,53.41674665,68.19017487,15.90628271
Madagascar,2006,Crops Primary,5455411,25167370.44,3366467,13.35348246,387.355836,0.695711981,25.21914554,54.1623619,21.08837704
Madagascar,2007,Crops Primary,5521893,25420509.96,3348246,19.19022737,336.3984988,-0.390875176,38.54613087,18.93561739,32.77151903
Madagascar,2009,Crops Primary,5644095,28295272.09,3321234,23.91428653,298.3775634,0.542919223,64.71574915,63.81545949,15.26968481
Madagascar,2012,Crops Primary,5820962,30011197.5,3311106,12.46354787,495.4278846,0.200933343,4.431684741,41.42137423,41.76424754
Madagascar,2013,Crops Primary,5127081,27061356.96,3292858,14.09535108,418.2206933,-0.720238897,59.41602501,83.36747012,32.46644399
Madagascar,2014,Crops Primary,5513979,27587011.75,3287231,12.12831003,439.7325651,-0.78754879,41.15574981,52.43221254,26.98649095
Madagascar,2016,Crops Primary,5498450,26830631.47,3256848,12.64346624,384.2885314,0.651223273,38.48733685,82.71696532,26.45040498
Madagascar,2017,Crops Primary,5410930,26118347.92,3255328,13.01125167,461.8128231,0.581776363,6.456581052,37.34404471,13.49429533
Madagascar,2018,Crops Primary,5812453,26968983.18,3255277,11.07871844,429.4843287,-0.06545912,69.55956887,62.1034921,31.20135386
Madagascar,2019,Crops Primary,6141276,27643200.99,3264584,14.54029107,395.5154703,0.021133538,47.35403187,53.60141678,23.6502622
Madagascar,2020,Crops Primary,6170896,27683921.74,3274849,11.96020672,353.1326092,0.063994439,74.94927549,48.34960932,24.23223339
Madagascar,2021,Crops Primary,5998307,27820981.05,3277762,14.9179332,346.723744,-0.423930584,72.38960909,63.34805377,5.611176243
Madagascar,2022,Crops Primary,5978531,28141297.38,3278439,19.74059493,383.2238434,0.263540417,90.62603465,48.0241173,28.75657176
Malawi,2000,Crops Primary,5338729,22022414.21,4321875,19.0445955,476.3975158,-0.556824401,30.79004693,10.25223901,38.16292002
Malawi,2001,Crops Primary,5617106,23569260.28,4441903,9.862640644,411.4669714,-0.51774742,59.08264739,45.33867362,24.4139731
Malawi,2003,Crops Primary,5824269,19163825.59,4463984,13.92080377,385.074839,-1.407978936,31.78530227,11.26335517,19.27618378
Malawi,2006,Crops Primary,6408912,24520616.75,4690791,32.4031593,352.8005702,0.836593399,90.01291835,37.16342804,40.44994736
Malawi,2008,Crops Primary,6359948,28356723.2,4801447,21.87458784,456.129665,-0.476050797,4.847956699,61.13452327,2.291049898
Malawi,2009,Crops Primary,6481238,31872728.77,4845557,16.57266024,329.3889067,-1.224855416,22.4902955,57.83380944,21.97019404
Malawi,2010,Crops Primary,6807617,32570678.25,4869049,18.21377988,444.5565477,0.329689392,68.96254433,49.70545046,17.76044123
Malawi,2011,Crops Primary,6829090,33719395.19,4944624,4.402126908,406.4920526,0.554253821,46.0403252,97.97269403,21.22839703
Malawi,2012,Crops Primary,6982833,36144567.98,4940935,16.10590259,410.1089344,-0.117806244,29.06434201,32.35520826,24.1467667
Malawi,2013,Crops Primary,7239703,39514501.83,5143406,18.39127466,426.1435537,0.001135848,65.57958053,53.95869147,31.11802454
Malawi,2014,Crops Primary,7505286,45795622.15,6762424,21.82942718,398.8407841,0.055084348,15.32700831,14.77726446,12.39040111
Malawi,2015,Crops Primary,7395114,43363072.7,6711556,14.72919155,384.0789327,0.549102905,60.97864278,46.43140286,31.17785759
Malawi,2016,Crops Primary,7362238,41871377.41,6608736,18.22470188,396.2231785,-0.797766072,65.42615556,26.3264593,7.068998502
Malawi,2017,Crops Primary,7718210,48209227.77,8110822,16.89963047,395.5713236,0.374053731,48.98130933,51.05895633,34.83544756
Malawi,2018,Crops Primary,7703563,48688113.19,7903293,7.016277204,459.2081002,0.002832295,61.30105632,38.92618378,30.92347502
Malawi,2019,Crops Primary,7938815,52034849.1,7906527,19.83327106,410.0115239,0.762844902,19.9998858,55.18278012,4.520449473
Malawi,2020,Crops Primary,8097736,55402534.88,8080984,11.7581933,461.7033097,1.162282432,4.619660366,9.451131395,46.55458486
Malawi,2021,Crops Primary,8297340,59245949.29,8149094,12.01615597,389.315318,0.447294923,30.36314339,69.36236851,21.1612281
Malawi,2022,Crops Primary,8146467,59498840.12,8204173,17.39526653,400.1337093,0.052145355,69.48975403,43.44210744,23.81547229
Malaysia,2001,Crops Primary,3414938,11927789.54,4855352,13.07505065,347.2166001,0.277000584,56.28651361,75.69451494,29.65808404
Malaysia,2002,Crops Primary,3384656,12223261.39,4932903,17.00342044,376.9240633,0.861177328,45.7106662,58.77221554,20.1134597
Malaysia,2004,Crops Primary,3307524,11727084.94,4845568,10.95529604,398.6544851,0.419834841,82.07084937,29.31890522,3.961863034
Malaysia,2005,Crops Primary,3271878,11614097.83,4889122,14.29810268,327.3376147,0.349036763,30.04468169,53.17607009,1.520781717
Malaysia,2007,Crops Primary,3122414,11314170.99,4926468,15.24488092,498.7512461,0.002771175,72.76774628,29.08801903,23.80375395
Malaysia,2008,Crops Primary,3065106,11384505.49,5056811,19.38831725,426.7269512,0.143166002,38.27695847,0.596197156,9.107628848
Malaysia,2009,Crops Primary,2869314,11257595.18,5376550,14.65557934,446.0194813,0.595039333,33.25818906,52.01706469,32.59817145
Malaysia,2010,Crops Primary,2874305,11354861.32,5277766,17.87716067,406.1334483,-1.314503514,18.42324754,22.97782216,29.41324671
Malaysia,2011,Crops Primary,2953385,11808574.26,5287851,15.66320621,496.3441107,-1.302337148,14.43244579,15.03336525,2.865968637
Malaysia,2012,Crops Primary,2927538,12142763.8,5748007,11.41636054,353.9537593,-0.646183068,66.59621811,71.03357956,43.83115167
Malaysia,2015,Crops Primary,2973345,13148641.78,6128527,14.01953954,384.1368736,-0.069486814,35.74204442,60.74329152,20.24886335
Malaysia,2016,Crops Primary,2981129,12682908.59,5995522,13.24881511,432.1840795,0.28841931,56.61555531,51.80238201,21.83828375
Malaysia,2017,Crops Primary,3002137,12391627.93,6089399,9.356967224,404.9501683,0.724792729,39.78871036,45.31106133,9.392033354
Malaysia,2018,Crops Primary,3019351,12307778.82,6271298,13.09522363,382.2283148,-0.632175393,54.91399191,85.1819155,38.4380538
Malaysia,2019,Crops Primary,2986954,11860888.69,6160357,13.47198049,397.0970843,-0.704145407,28.94235686,50.94983918,24.29092854
Malaysia,2020,Crops Primary,2981891,12110950.34,6900265,12.90705469,398.9075812,-0.17239581,62.14281769,45.17455593,16.60211031
Malaysia,2021,Crops Primary,3005498,12471151.17,6940725,10.43216348,425.56954,0.86258213,6.428309198,63.26410698,13.32388944
Malaysia,2022,Crops Primary,2979485,12345051.78,6925609,12.95033496,453.0872283,-0.386322803,55.85109442,34.98840477,11.61300884
Maldives,2000,Crops Primary,6028,44839.69,1267308,12.8244148,385.387684,1.175885844,31.19415441,61.75035838,3.494241761
Maldives,2001,Crops Primary,7668,43880.58,1304097,19.92803561,381.5297572,0.639264671,75.74845216,18.86351668,4.962512563
Maldives,2003,Crops Primary,9591,58495.28,1246043,16.74558881,430.6441699,-0.158090945,4.749634886,69.460225,26.33351865
Maldives,2004,Crops Primary,10257,73020.48,1733367,9.473849222,480.8433903,0.627136794,81.82867131,47.26706775,27.71663466
Maldives,2005,Crops Primary,6854,47246,1685322,19.63462846,423.264484,0.778954767,90.28714899,47.46526127,17.30803685
Maldives,2006,Crops Primary,4739,43882,1784968,11.58903566,382.3686032,-0.067026825,40.59793003,31.02213329,18.80871726
Maldives,2007,Crops Primary,3429,35692,1723640,11.1629376,375.0331471,0.80344044,67.6909673,50.98059175,40.37789648
Maldives,2008,Crops Primary,3962,36004.94,1603871,11.47771804,400.9207192,-0.207804158,41.47999871,65.57668745,36.7851497
Maldives,2009,Crops Primary,7786,31120.58,1408139,10.01146414,425.2462647,0.437510502,55.00180338,68.78768046,17.49934342
Maldives,2010,Crops Primary,6402,27774.7,1442832,18.6575428,350.8595205,2.026202019,59.33106325,50.38113155,37.77994966
Maldives,2012,Crops Primary,5157,19163.5,1429018,15.22977494,357.193099,1.219288805,58.73063702,98.33571393,3.546120692
Maldives,2013,Crops Primary,4951,17235.03,1394352,14.85007878,418.7457138,0.333221454,55.17781113,54.49429989,18.5819465
Maldives,2014,Crops Primary,5568,18996.34,1386072,14.22702706,398.2187695,-0.531217664,60.16081489,56.52278497,15.40329529
Maldives,2015,Crops Primary,7797,19498.48,1383003,11.28640922,393.4201073,0.678868224,37.36026659,42.96655812,26.83265417
Maldives,2016,Crops Primary,6398,20839.6,1381384,12.90241125,373.6968454,0.31985951,46.80003078,65.49361301,38.35607686
Maldives,2017,Crops Primary,6634,20402.74,1375817,11.41755714,360.1379027,0.481375036,69.54206656,12.99712923,36.18665218
Maldives,2018,Crops Primary,7062,19816.5,1364666,15.05044748,347.3235451,-0.665049571,47.54415595,88.18995729,34.47502046
Maldives,2019,Crops Primary,7493,22472.22,1342630,8.694669965,405.725126,-0.16103144,39.33332672,15.8411299,10.16233821
Maldives,2020,Crops Primary,7596,22921.91,1341436,10.26902683,402.2164415,0.678827454,77.48922304,32.72356509,43.02200315
Maldives,2021,Crops Primary,6341,16064.54,1360180,14.87594036,375.2957333,1.470953824,52.54484693,27.29852454,27.90773394
Maldives,2022,Crops Primary,6243,15749.16,1530903,4.369046291,420.2902758,0.067068547,53.66497895,96.25050636,34.53143111
Mali,2000,Crops Primary,5848256,8947013.6,6598957,12.33852375,394.1105145,0.280951603,49.44876,10.55775619,22.9724309
Mali,2001,Crops Primary,6862906,9780845.63,6422813,14.76677152,430.5439132,1.606379348,31.06784767,57.2081324,30.30903845
Mali,2002,Crops Primary,7967003,9702313.77,6421880,4.646762308,470.6817601,0.424294418,45.29062482,89.34552205,35.12042151
Mali,2003,Crops Primary,8660151,11780502.92,6731823,12.53969021,430.7575454,-0.223147582,7.057349299,61.15486505,5.240218006
Mali,2004,Crops Primary,6481113,10721805.13,6707842,14.24766495,487.3514927,-1.460177943,22.48558471,43.07378285,27.29443157
Mali,2005,Crops Primary,7930478,12013668.69,6839934,18.44237377,379.7597761,-1.563309786,75.15914304,76.85615005,16.99869286
Mali,2006,Crops Primary,7990608,12495943.72,7143046,23.751175,394.6560158,1.088960534,66.4805895,54.28497625,10.22609015
Mali,2007,Crops Primary,8524320,14234245.55,6869911,17.31653736,425.1031276,0.801749307,44.38782431,36.84349919,25.81338307
Mali,2010,Crops Primary,8878034,19369230.67,6934129,14.3579267,413.5937066,-0.309512108,37.12756498,41.81668748,19.75209065
Mali,2011,Crops Primary,12784404,20502743.85,6867381,18.25589281,438.4133031,0.463859375,30.97141107,49.99496712,16.56625737
Mali,2012,Crops Primary,10565130,22163278.55,7087217,15.58359442,391.9459119,-0.873622066,61.81262628,82.58475655,47.3532752
Mali,2014,Crops Primary,11037484,22150642.84,7011357,15.44985063,393.0612198,-1.126801162,17.6838665,0.273086238,41.64178308
Mali,2016,Crops Primary,13408419,30563487.54,7287486,18.23498281,449.788407,-1.733277707,38.26991184,72.14849,33.37638258
Mali,2017,Crops Primary,14188205,31940191.69,7165489,16.9469926,336.1660778,1.574520146,93.13646188,60.68530957,36.46489816
Mali,2018,Crops Primary,14672995,33159650.99,7272164,18.56381235,424.4275479,0.077065541,48.57797609,50.03341333,15.12284609
Mali,2019,Crops Primary,14558617,33791404.3,7292181,11.33139018,392.2398648,0.796465761,13.95682986,31.20049634,23.07105724
Mali,2020,Crops Primary,14806968,35861667.77,7184146,15.85443368,357.4728102,0.236718024,18.8759617,20.02394249,26.69251112
Mali,2021,Crops Primary,15271373,32881721.81,6972424,16.29929249,467.1419936,-2.080485724,87.87401671,59.14100172,35.07992924
Mali,2022,Crops Primary,15279546,35959301.71,6972281,19.62913752,439.6270259,-0.194456919,21.59761785,15.90490758,31.19251761
Malta,2000,Crops Primary,23036,282897.63,5920322,18.84921611,436.0581244,0.197292079,72.99331313,54.7178944,25.2551037
Malta,2002,Crops Primary,21401,260652.33,5913641,11.41130449,394.4320237,-0.750746352,58.9944433,38.82539446,19.59551235
Malta,2004,Crops Primary,23314,263875.79,5988572,17.77508214,403.9936464,-1.253351916,30.60545135,5.129124705,32.19491322
Malta,2006,Crops Primary,25996,270045.21,6075558,20.24045368,399.2934025,1.517800308,55.05987269,11.29996939,40.22103796
Malta,2007,Crops Primary,23582,248699.67,5925767,12.74297159,457.0116927,0.397474352,11.37017098,93.32045654,20.1166073
Malta,2008,Crops Primary,26481,271854.51,6035926,21.89959073,410.9398609,0.413075186,69.96948499,7.197355686,28.72622923
Malta,2009,Crops Primary,25117,237051.81,5629718,13.98636051,385.7389352,1.0053987,91.08366967,14.06592923,31.33630741
Malta,2010,Crops Primary,24860,251455.33,5797866,10.56076817,419.1339922,0.342521401,5.700717907,20.83108254,35.54920887
Malta,2011,Crops Primary,25252,259959.13,5921649,17.86629601,411.192688,-0.670307101,94.78057443,4.023895273,13.22681159
Malta,2012,Crops Primary,25080,234388.74,5829979,12.59589416,417.718338,0.698307298,34.50905583,37.89820446,20.14531076
Malta,2013,Crops Primary,25053,240414.08,5656249,16.7704569,418.3368304,-0.167475632,75.61194086,74.38272041,14.24744377
Malta,2014,Crops Primary,26000,247833.02,5695646,18.75649573,427.9466534,0.029564476,42.46123093,56.00006545,33.68580774
Malta,2015,Crops Primary,25974,232663.15,5552373,13.8427954,346.9670239,-0.362118855,64.40367509,62.16420591,17.56733359
Malta,2016,Crops Primary,23885,223447.08,5507527,13.43661495,386.6887755,-0.635418483,47.37591545,50.30411089,18.42679123
Malta,2017,Crops Primary,25408,227497.1,5539533,15.59857434,366.7318657,0.272457981,24.78083331,71.5011206,19.09994934
Malta,2019,Crops Primary,2220,127200,619390,12.62215739,327.5967361,-0.123315486,55.88066078,60.00306668,25.03250628
Malta,2020,Crops Primary,2040,118730,586794,12.26817185,419.0933669,-0.016427578,60.43429557,45.9532452,38.35516138
Malta,2021,Crops Primary,2060,114710,553085,13.4891362,351.6186348,0.550543603,48.84471332,56.42118326,20.44962091
Marshall Islands,2000,Crops Primary,8000,4640,5800,11.70423874,401.6077042,0.651294766,60.50737485,35.09483002,37.49997902
Marshall Islands,2001,Crops Primary,8000,4080,5100,17.76903973,463.4260018,-1.150744947,4.057237492,23.98867655,18.39374815
Marshall Islands,2002,Crops Primary,8000,14240,17800,13.93409345,353.9315093,0.324814097,70.94004562,53.23002765,44.54465734
Marshall Islands,2003,Crops Primary,8000,32960,41200,17.10703449,386.1662822,-0.355979086,68.61841654,55.97438589,34.9989013
Marshall Islands,2006,Crops Primary,8000,29000,36250,17.24586729,438.1594466,-0.672517069,27.95070113,24.4364601,44.17327559
Marshall Islands,2007,Crops Primary,8000,24240,30300,19.95588536,363.9501419,-0.121221352,11.97097994,71.26643772,43.66611925
Marshall Islands,2008,Crops Primary,8000,31360,39200,16.91115324,429.6556668,0.472731311,15.07612763,60.85442092,29.42372702
Marshall Islands,2009,Crops Primary,8000,28640,35800,17.17298895,362.9372608,-0.359401473,46.58609895,10.09227442,28.74932266
Marshall Islands,2010,Crops Primary,8000,27200,34000,15.93263972,462.4312458,-0.036238668,65.1362543,52.44189737,8.598302759
Marshall Islands,2011,Crops Primary,8000,23600,29500,11.43847163,428.9881629,-0.734435811,46.51666496,72.04724969,12.68364127
Marshall Islands,2015,Crops Primary,7624,21600,28332,12.03514256,402.4868911,1.445782497,54.00988334,59.88228843,18.12609723
Marshall Islands,2017,Crops Primary,7624,30400,39874,4.914815983,471.8721354,-0.113639196,1.840972995,79.68027006,45.92072449
Marshall Islands,2019,Crops Primary,6517,21609,33158,15.09425847,483.7018219,0.298999291,53.53718016,48.12808679,8.688192427
Marshall Islands,2020,Crops Primary,6517,21609,33158,18.3549487,412.6143208,-0.755298556,82.5304939,66.19933444,20.55810795
Marshall Islands,2022,Crops Primary,6334,21802.13,34423,23.00419974,434.9511719,-1.015886865,30.81305688,70.4716413,31.37450857
Martinique,2000,Crops Primary,42075,1294259,5307258,8.127743864,435.8161229,-0.642638814,36.92228638,95.86930735,49.33014471
Martinique,2002,Crops Primary,44264,1307286,5136759,15.54816808,421.9008696,0.493353982,21.75635318,93.96880518,27.42191894
Martinique,2003,Crops Primary,64390,1146733,4489273,21.76255273,386.2022935,-0.365627628,42.94108596,80.04117742,32.76908597
Martinique,2004,Crops Primary,55747,1155165,4546679,15.16817554,390.1336317,0.54985035,44.09158374,43.89637357,36.37718394
Mauritania,2001,Crops Primary,631940,402462.29,497019,19.87755332,321.7823312,0.118562531,40.00638166,39.69690464,2.535126424
Mauritania,2002,Crops Primary,462443,391671.59,511663,15.29016361,380.5375779,0.091210873,18.71940148,13.66197454,16.56886475
Mauritania,2004,Crops Primary,587334,392549.68,502017,12.75224347,442.9934035,0.003288528,67.26972392,1.146666227,14.52210099
Mauritania,2005,Crops Primary,651364,506950.49,487784,15.20941293,430.684622,0.216141036,53.45447009,51.98298587,33.79940414
Mauritania,2006,Crops Primary,749979,494675.56,480797,14.91145665,416.6193341,-0.387611387,29.15012522,67.87171419,19.75899209
Mauritania,2007,Crops Primary,771817,530026.4,484797,13.77589337,419.5866298,-1.049026865,6.570157398,91.88058114,11.24602803
Mauritania,2009,Crops Primary,750707,515125.32,482864,11.75373227,438.7545806,0.629019728,40.77670934,27.72033388,25.81565441
Mauritania,2010,Crops Primary,835961,729017.18,515835,18.25415929,400.3348854,0.316030219,19.91944314,40.79278368,25.97519949
Mauritania,2011,Crops Primary,552284,572492.91,508481,12.44420018,394.9394182,-1.076012579,26.72882875,71.07554686,7.425830757
Mauritania,2013,Crops Primary,791500,802626.3,499762,12.91671403,412.7324812,-0.790653248,7.030663164,35.55489604,19.54745222
Mauritania,2014,Crops Primary,674566,927919.56,512333,10.64936951,390.0830867,0.407792321,11.89905406,80.10910354,36.99969062
Mauritania,2016,Crops Primary,750910,807815.78,515844,12.93510382,385.3071872,0.099951069,70.8599655,33.67235933,37.10968153
Mauritania,2017,Crops Primary,634150,937313.37,532826,9.850580703,431.5832985,-1.723773501,71.41791324,77.14195789,22.41153998
Mauritania,2018,Crops Primary,809847,1059362.77,529311,21.26586577,361.0203114,1.272609798,7.975221856,11.89085521,11.41019332
Mauritania,2019,Crops Primary,761401,896428.48,506434,13.85644359,383.1179039,0.014229407,42.55433957,69.55438259,16.94115205
Mauritania,2020,Crops Primary,856999,1013669.51,514746,17.57207362,368.4397305,0.651365983,34.33194177,89.7925043,17.1213652
Mauritania,2021,Crops Primary,722493,1193149.44,532448,13.90272918,422.4423096,-0.025704029,20.88934371,68.85024822,27.6557233
Mauritania,2022,Crops Primary,880036,1302416.51,535186,12.92227043,405.9038539,0.091852388,44.09941462,42.08634091,16.81721647
Mauritius,2000,Crops Primary,162455,10463480.63,6133817,24.51934159,480.2790635,0.753862754,55.54945894,73.3853207,44.773408
Mauritius,2001,Crops Primary,164105,11856321.84,6349469,21.30802527,351.0554808,0.151571864,7.447434275,62.47277882,43.94948372
Mauritius,2002,Crops Primary,161243,9972664.04,5678245,21.7943836,392.2128446,-0.159750645,83.03084308,64.59250313,5.568381945
Mauritius,2003,Crops Primary,159727,10637291.35,5959763,12.76872873,361.2944251,-1.000264955,2.196351061,62.26321654,15.87303612
Mauritius,2004,Crops Primary,157512,10805128.27,6160651,15.52318598,404.7718288,0.591916591,79.48632349,42.81967566,28.08460335
Mauritius,2005,Crops Primary,153456,10183285.77,5960591,14.17172348,422.2822518,-0.099472432,33.55856825,57.1129084,13.74188113
Mauritius,2006,Crops Primary,150093,9720740.87,6005008,21.13129491,403.3720172,-1.043881853,21.00209115,46.11496052,18.38445596
Mauritius,2007,Crops Primary,146818,8689232.6,5853413,13.97986835,427.7106388,0.951440048,49.85374705,80.10239693,29.73511801
Mauritius,2008,Crops Primary,139484,9271157.5,5791892,7.683327806,381.4359694,-0.089937789,28.95929928,24.0071846,25.62820521
Mauritius,2009,Crops Primary,137662,9579797.39,6231540,11.72547027,398.2044892,-0.334112755,50.27618911,60.15936308,29.00336696
Mauritius,2011,Crops Primary,131314,8712891.45,6031271,17.60250403,391.8961609,-0.656857254,37.77963941,43.09632636,11.8526114
Mauritius,2012,Crops Primary,127444,8156586.21,5856779,14.48337022,399.6285152,-0.899708932,41.75878301,47.69658437,27.82625204
Mauritius,2013,Crops Primary,126529,7889951.59,5762972,11.37681387,413.3739123,0.108117331,58.46080073,49.11017036,18.28858185
Mauritius,2014,Crops Primary,121378,8339627.19,5894132,2.692441829,439.3624169,-0.280422192,5.867227785,51.60874453,49.57227592
Mauritius,2015,Crops Primary,124272,8243810.17,5378029,5.244715448,401.8195049,-0.072710011,74.60742213,10.91898229,33.19271711
Mauritius,2016,Crops Primary,121222,7826762.22,5660633,13.65668042,344.7180278,-0.06839534,41.72567004,49.11658131,18.36186201
Mauritius,2017,Crops Primary,118841,7670486.72,5618857,17.65495882,377.0915196,1.294186954,20.31403879,76.6572841,28.81491618
Mauritius,2018,Crops Primary,113929,6529595.79,5008989,1.980112386,491.7514171,1.251968179,87.28992501,9.212449034,1.635871234
Mauritius,2019,Crops Primary,108581,7033960.3,5236982,20.36546155,370.4469998,-0.522473715,50.15953385,63.94767899,26.52677427
Mauritius,2020,Crops Primary,105158,5454836.21,5001808,14.28278829,406.3435846,-0.540319446,56.36842737,59.52207179,20.58367581
Mauritius,2021,Crops Primary,102868,5577600.01,5109449,17.23148328,439.1614201,-0.062850988,19.88176959,36.6816994,32.40606981
Mauritius,2022,Crops Primary,97019,4765193.99,5407293,14.46124781,396.246791,0.571486308,26.7559199,66.23493773,40.94719687
Mexico,2000,Crops Primary,30409801,205889813.4,11313214,14.16942205,343.4410906,-0.200677288,98.02249066,76.05617997,24.62461344
Mexico,2001,Crops Primary,32485865,222428641.3,11949347,12.96963677,386.7015661,0.166996875,31.74949226,46.86733851,33.69718174
Mexico,2002,Crops Primary,31033224,214408760.2,11783069,15.1798733,414.5175618,-0.626174145,47.58005911,67.90426857,28.79553916
Mexico,2003,Crops Primary,32270969,224731699.7,11801596,23.17307689,308.335211,1.945030763,49.28108128,4.687000524,19.43820393
Mexico,2004,Crops Primary,31661691,230766636.7,11934536,16.74298509,407.8282289,0.987522363,26.81593653,9.34635994,5.460719509
Mexico,2005,Crops Primary,28488917,229336820.9,12068034,12.90121088,458.7565811,0.186797506,30.37668117,85.44083443,12.20053404
Mexico,2007,Crops Primary,30945330,244603157.9,12442436,25.45048837,464.2757051,-1.056997722,66.37656738,58.48031765,25.03664904
Mexico,2008,Crops Primary,31557031,248095074.2,12563460,18.53348985,376.5337384,1.196966917,61.06071273,45.03873173,19.38457469
Mexico,2009,Crops Primary,28242173,232562224.3,12624048,18.47759362,444.7192779,0.94301493,16.91272972,44.54422989,28.75237661
Mexico,2010,Crops Primary,30991635,243180091.9,12872891,16.4457533,354.6675192,0.487591203,15.42228061,80.84542884,24.79618383
Mexico,2011,Crops Primary,27089162,228532852.1,13046380,8.511269265,364.990963,0.770722836,84.12828114,48.38103158,23.62882034
Mexico,2012,Crops Primary,30566301,244688642.6,13730673,15.80279892,473.4843859,-0.522913705,55.54353985,57.18202908,19.48375097
Mexico,2013,Crops Primary,31173981,267835056.3,14008458,14.36403418,363.3344678,-0.077303158,14.72877498,58.53278864,44.8288478
Mexico,2014,Crops Primary,31969793,268012518.4,14111559,19.84168467,423.6215478,1.512856936,30.61651719,65.62818512,5.744926455
Mexico,2015,Crops Primary,31368650,264397571.5,14307968,12.95745529,417.2954838,0.442784492,64.00771287,55.56339287,23.62596405
Mexico,2016,Crops Primary,32103633,279454818.8,14632406,12.55074039,420.4756091,0.328660147,29.53083565,62.34921025,30.04397849
Mexico,2017,Crops Primary,31566906,282653139.5,15168399,14.43037433,394.4516171,-0.683620664,48.51496055,24.2823062,16.97400447
Mexico,2018,Crops Primary,30929971,282925425.9,15779999,18.46999777,362.6381765,0.337500768,26.55435015,56.48978374,28.90259758
Mexico,2019,Crops Primary,29212252,287019580.9,15975203,2.339364197,377.4179801,0.433420406,6.592108285,98.84636778,24.54012548
Mexico,2020,Crops Primary,30921431,277415376.6,15575567,17.60383743,353.0181197,0.433369608,64.27609481,40.36082314,26.29236603
Mexico,2021,Crops Primary,31069703,280017615.3,15459304,12.99357204,401.3301066,-0.148360379,28.96084979,48.38263904,29.93138688
Mexico,2022,Crops Primary,30173128,283165430.9,15409534,9.448759341,398.9750491,-1.060553552,71.91670869,6.154654703,16.54303319
Micronesia,2000,Crops Primary,60137,211400.71,947089,17.02855036,387.5025903,0.133258535,13.94978047,57.51087796,5.654454142
Micronesia,2001,Crops Primary,60265,211380.24,941984,4.277491025,402.3421161,0.131913485,63.24993589,3.281340682,33.69327701
Micronesia,2003,Crops Primary,60528,241911.85,943981,17.50828494,396.1324321,-0.031199877,42.85590093,60.24835665,28.40565178
Micronesia,2004,Crops Primary,62654,260595.28,943812,6.22985099,400.8426422,-1.67287849,81.74870728,1.632300585,35.93427514
Micronesia,2005,Crops Primary,62616,261471.98,944590,15.68688504,385.7356487,-0.317278816,51.11821083,35.92210628,24.72548925
Micronesia,2006,Crops Primary,63798,294133.8,949486,17.1764406,436.770186,-0.705706951,57.46763605,16.49233659,28.08592505
Micronesia,2007,Crops Primary,65316,297714.56,938823,13.33394855,431.5447444,0.342265396,38.5311475,57.46782292,27.183128
Micronesia,2008,Crops Primary,65097,303406.65,948714,11.62226075,389.6045835,-0.208353009,31.06787008,55.26200667,27.79319621
Micronesia,2009,Crops Primary,65080,300331.86,945338,10.70888079,353.845929,-1.524542004,31.50624563,44.39676544,11.31112482
Micronesia,2010,Crops Primary,55329,299207.25,953481,10.5759155,448.0913447,0.431074503,88.25329916,88.05898465,23.8304561
Micronesia,2011,Crops Primary,55454,310809.16,954076,19.4884744,380.4943898,0.836047561,47.85248981,83.43763086,23.64725606
Micronesia,2012,Crops Primary,57097,320171.99,949299,20.38829914,429.680957,0.652925288,34.95068742,17.12744024,43.45770789
Micronesia,2014,Crops Primary,57533,333869.44,946668,16.46042184,388.4003993,0.016815971,59.86642451,63.54952465,41.36322822
Micronesia,2015,Crops Primary,57724,335766.51,946274,6.137658897,359.8735658,-1.178045768,96.52378648,30.24520548,21.54537576
Micronesia,2016,Crops Primary,60277,414908.76,957388,16.30421039,438.7829361,-1.068711477,47.91390549,41.05416296,36.4583759
Micronesia,2017,Crops Primary,60352,415079.18,2037441,11.71232033,354.9947046,-1.907329206,52.79490102,6.942731236,26.19169241
