"Country","Year","Item","Value"
"Guyana",2011,"Development Aid",9.255479
"Guyana",2012,"Economic Contribution",1033.645149
"Guyana",2012,"Investment in Assets",71.583339
"Guyana",2012,"Loans to Agriculture",59.81415
"Guyana",2012,"Development Aid",33.360513
"Guyana",2014,"Economic Contribution",1015.16031
"Guyana",2014,"Investment in Assets",81.391049
"Guyana",2014,"Loans to Agriculture",61.898096
"Guyana",2014,"Development Aid",4.255911
"Guyana",2015,"Economic Contribution",1088.924939
"Guyana",2015,"Investment in Assets",76.008196
"Guyana",2015,"Loans to Agriculture",60.669734
"Guyana",2015,"Development Aid",0.568851
"Guyana",2016,"Economic Contribution",913.898305
"Guyana",2016,"Investment in Assets",70.331487
"Guyana",2016,"Loans to Agriculture",58.223245
"Guyana",2016,"Development Aid",30.729822
"Guyana",2017,"Economic Contribution",1080.590799
"Guyana",2017,"Investment in Assets",86.660334
"Guyana",2017,"Loans to Agriculture",66.502663
"Guyana",2017,"Development Aid",1.590133
"Guyana",2018,"Economic Contribution",935.298082
"Guyana",2018,"Investment in Assets",72.121723
"Guyana",2018,"Loans to Agriculture",66.061035
"Guyana",2018,"Development Aid",1.579478
"Guyana",2019,"Economic Contribution",910.340528
"Guyana",2019,"Investment in Assets",70.87615
"Guyana",2019,"Loans to Agriculture",58.409113
"Guyana",2019,"Development Aid",0.503386
"Guyana",2020,"Economic Contribution",921.961631
"Guyana",2020,"Investment in Assets",47.807519
"Guyana",2020,"Loans to Agriculture",66.342926
"Guyana",2020,"Development Aid",0.420626
"Guyana",2021,"Economic Contribution",1085.118047
"Guyana",2021,"Investment in Assets",72.07983
"Guyana",2021,"Loans to Agriculture",79.230216
"Guyana",2021,"Development Aid",1.164556
"Guyana",2022,"Economic Contribution",1361.847272
"Guyana",2022,"Investment in Assets",73.542706
"Haiti",2001,"Economic Contribution",1021.495332
"Haiti",2001,"Investment in Assets",63.194008
"Haiti",2001,"Development Aid",6.942363
"Haiti",2002,"Economic Contribution",895.521633
"Haiti",2002,"Investment in Assets",59.198297
"Haiti",2002,"Development Aid",12.447785
"Haiti",2004,"Economic Contribution",984.488446
"Haiti",2004,"Investment in Assets",66.588145
"Haiti",2004,"Development Aid",5.528362
"Haiti",2005,"Economic Contribution",1226.739004
"Haiti",2005,"Investment in Assets",80.556232
"Haiti",2005,"Development Aid",5.739513
"Haiti",2006,"Economic Contribution",1344.99351
"Haiti",2006,"Investment in Assets",99.517197
"Haiti",2006,"Development Aid",3.487489
"Haiti",2007,"Economic Contribution",1803.60446
"Haiti",2007,"Investment in Assets",119.734597
"Haiti",2007,"Development Aid",9.101792
"Haiti",2009,"Economic Contribution",2089.417042
"Haiti",2009,"Investment in Assets",155.761601
"Haiti",2009,"Development Aid",35.748029
"Haiti",2010,"Economic Contribution",2388.248148
"Haiti",2010,"Investment in Assets",210.725038
"Haiti",2010,"Development Aid",82.128219
"Haiti",2011,"Economic Contribution",2592.384781
"Haiti",2011,"Investment in Assets",212.355958
"Haiti",2011,"Development Aid",67.719294
"Haiti",2012,"Economic Contribution",2645.474727
"Haiti",2012,"Investment in Assets",206.121361
"Haiti",2012,"Development Aid",81.048373
"Haiti",2012,"Research and Development",0.45
"Haiti",2013,"Economic Contribution",2766.457374
"Haiti",2013,"Investment in Assets",217.910577
"Haiti",2013,"Development Aid",87.806984
"Haiti",2013,"Research and Development",0.46
"Haiti",2014,"Economic Contribution",2600.142768
"Haiti",2014,"Investment in Assets",213.980007
"Haiti",2014,"Development Aid",70.467074
"Haiti",2014,"Research and Development",0.42
"Haiti",2015,"Economic Contribution",2452.881642
"Haiti",2015,"Investment in Assets",203.677857
"Haiti",2015,"Development Aid",74.26923
"Haiti",2015,"Research and Development",0.35
"Haiti",2016,"Economic Contribution",2411.792457
"Haiti",2016,"Investment in Assets",209.753446
"Haiti",2016,"Development Aid",82.029575
"Haiti",2016,"Research and Development",0.22
"Haiti",2017,"Economic Contribution",2879.683599
"Haiti",2017,"Investment in Assets",272.100893
"Haiti",2017,"Development Aid",84.724458
"Haiti",2017,"Research and Development",0.28
"Haiti",2018,"Economic Contribution",2950.503083
"Haiti",2018,"Investment in Assets",257.880431
"Haiti",2018,"Development Aid",100.488773
"Haiti",2019,"Economic Contribution",2729.393975
"Haiti",2019,"Investment in Assets",242.087661
"Haiti",2019,"Development Aid",59.786988
"Haiti",2019,"Research and Development",0.17
"Haiti",2020,"Economic Contribution",3157.244637
"Haiti",2020,"Investment in Assets",291.578362
"Haiti",2020,"Development Aid",49.704244
"Haiti",2020,"Research and Development",0.16
"Haiti",2021,"Economic Contribution",3925.920865
"Haiti",2021,"Investment in Assets",336.471251
"Haiti",2021,"Development Aid",70.179383
"Haiti",2022,"Economic Contribution",3801.885685
"Haiti",2022,"Investment in Assets",332.244234
"Honduras",2001,"Economic Contribution",1007.555651
"Honduras",2001,"Investment in Assets",131.347373
"Honduras",2001,"Development Aid",18.26155
"Honduras",2001,"Foreign Investment",40.4
"Honduras",2003,"Economic Contribution",956.282565
"Honduras",2003,"Investment in Assets",140.244098
"Honduras",2003,"Development Aid",19.596078
"Honduras",2003,"Foreign Investment",59.3
"Honduras",2005,"Economic Contribution",1216.789734
"Honduras",2005,"Investment in Assets",150.043681
"Honduras",2005,"Development Aid",22.055846
"Honduras",2005,"Foreign Investment",53.1
"Honduras",2006,"Economic Contribution",1294.439287
"Honduras",2006,"Investment in Assets",152.64041
"Honduras",2006,"Development Aid",14.577701
"Honduras",2006,"Foreign Investment",43.4
"Honduras",2007,"Economic Contribution",1472.355267
"Honduras",2007,"Investment in Assets",206.616792
"Honduras",2007,"Development Aid",20.009762
"Honduras",2007,"Foreign Investment",11.2
"Honduras",2008,"Economic Contribution",1686.654021
"Honduras",2008,"Investment in Assets",245.25906
"Honduras",2008,"Development Aid",37.267363
"Honduras",2008,"Foreign Investment",3.482
"Honduras",2009,"Economic Contribution",1579.102519
"Honduras",2009,"Investment in Assets",197.845439
"Honduras",2009,"Development Aid",42.660175
"Honduras",2009,"Foreign Investment",2.405
"Honduras",2011,"Economic Contribution",2518.340288
"Honduras",2011,"Investment in Assets",256.503032
"Honduras",2011,"Loans to Agriculture",346.818487
"Honduras",2011,"Development Aid",38.505594
"Honduras",2011,"Foreign Investment",16.625
"Honduras",2012,"Economic Contribution",2513.638233
"Honduras",2012,"Investment in Assets",277.316635
"Honduras",2012,"Loans to Agriculture",380.059686
"Honduras",2012,"Development Aid",32.056028
"Honduras",2012,"Foreign Investment",17.988
"Honduras",2013,"Economic Contribution",2255.325639
"Honduras",2013,"Investment in Assets",378.104216
"Honduras",2013,"Loans to Agriculture",423.464394
"Honduras",2013,"Development Aid",42.468211
"Honduras",2013,"Foreign Investment",18.9
"Honduras",2014,"Economic Contribution",2477.143364
"Honduras",2014,"Investment in Assets",405.067437
"Honduras",2014,"Loans to Agriculture",476.138473
"Honduras",2014,"Development Aid",36.286299
"Honduras",2014,"Foreign Investment",36
"Honduras",2015,"Economic Contribution",2562.88683
"Honduras",2015,"Investment in Assets",421.99085
"Honduras",2015,"Loans to Agriculture",581.926799
"Honduras",2015,"Development Aid",34.853406
"Honduras",2015,"Foreign Investment",27
"Honduras",2016,"Economic Contribution",2616.94556
"Honduras",2016,"Investment in Assets",454.750555
"Honduras",2016,"Loans to Agriculture",777.521349
"Honduras",2016,"Development Aid",65.740626
"Honduras",2016,"Foreign Investment",-29.2
"Honduras",2017,"Economic Contribution",2931.308977
"Honduras",2017,"Investment in Assets",429.335221
"Honduras",2017,"Loans to Agriculture",735.394587
"Honduras",2017,"Development Aid",36.024653
"Honduras",2017,"Foreign Investment",-67.2
"Honduras",2018,"Economic Contribution",2794.304449
"Honduras",2018,"Investment in Assets",430.158151
"Honduras",2018,"Loans to Agriculture",985.800422
"Honduras",2018,"Development Aid",54.271594
"Honduras",2018,"Foreign Investment",62.1
"Honduras",2019,"Economic Contribution",2698.084134
"Honduras",2019,"Investment in Assets",407.960978
"Honduras",2019,"Loans to Agriculture",1012.242923
"Honduras",2019,"Development Aid",47.702812
"Honduras",2019,"Foreign Investment",-3.8
"Honduras",2020,"Economic Contribution",2887.264868
"Honduras",2020,"Investment in Assets",401.245545
"Honduras",2020,"Loans to Agriculture",931.070286
"Honduras",2020,"Development Aid",37.850363
"Honduras",2021,"Economic Contribution",3145.39635
"Honduras",2021,"Investment in Assets",486.901988
"Honduras",2021,"Loans to Agriculture",1009.73148
"Honduras",2021,"Development Aid",33.671953
"Honduras",2022,"Economic Contribution",3987.703322
"Honduras",2022,"Investment in Assets",545.189846
"Honduras",2022,"Loans to Agriculture",1066.033419
"Hungary",2001,"Economic Contribution",2641.460435
"Hungary",2001,"Investment in Assets",725.21554
"Hungary",2001,"Loans to Agriculture",788.683724
"Hungary",2001,"Foreign Investment",124.820926
"Hungary",2002,"Economic Contribution",2880.416462
"Hungary",2002,"Investment in Assets",824.431921
"Hungary",2002,"Loans to Agriculture",929.438087
"Hungary",2002,"Foreign Investment",38.150236
"Hungary",2004,"Economic Contribution",4531.762675
"Hungary",2004,"Investment in Assets",883.411496
"Hungary",2004,"Loans to Agriculture",1763.015586
"Hungary",2004,"Foreign Investment",16.831543
"Hungary",2005,"Economic Contribution",4213.024689
"Hungary",2005,"Investment in Assets",846.201446
"Hungary",2005,"Loans to Agriculture",1928.878512
"Hungary",2005,"Foreign Investment",6.54062
"Hungary",2006,"Economic Contribution",4091.254337
"Hungary",2006,"Investment in Assets",769.870241
"Hungary",2006,"Loans to Agriculture",1708.369699
"Hungary",2006,"Foreign Investment",8.77574
"Hungary",2007,"Economic Contribution",4887.689187
"Hungary",2007,"Investment in Assets",1090.42936
"Hungary",2007,"Loans to Agriculture",2038.720034
"Hungary",2007,"Foreign Investment",25.506508
"Hungary",2009,"Economic Contribution",4006.060706
"Hungary",2009,"Investment in Assets",1374.37832
"Hungary",2009,"Loans to Agriculture",1691.730842
"Hungary",2009,"Foreign Investment",18.22797
"Hungary",2011,"Economic Contribution",5670.93084
"Hungary",2011,"Investment in Assets",1197.483276
"Hungary",2011,"Loans to Agriculture",1619.514312
"Hungary",2011,"Foreign Investment",21.226684
"Hungary",2012,"Economic Contribution",5012.2795
"Hungary",2012,"Investment in Assets",1158.228228
"Hungary",2012,"Loans to Agriculture",1380.217766
"Hungary",2012,"Foreign Investment",60.42535
"Hungary",2013,"Economic Contribution",5314.870694
"Hungary",2013,"Investment in Assets",1230.912627
"Hungary",2013,"Loans to Agriculture",1568.591698
"Hungary",2013,"Foreign Investment",54.380742
"Hungary",2014,"Economic Contribution",5551.15111
"Hungary",2014,"Investment in Assets",1452.388562
"Hungary",2014,"Loans to Agriculture",1666.042639
"Hungary",2014,"Foreign Investment",68.637027
"Hungary",2015,"Economic Contribution",4743.554724
"Hungary",2015,"Investment in Assets",1045.059204
"Hungary",2015,"Loans to Agriculture",1310.143593
"Hungary",2015,"Foreign Investment",45.28071
"Hungary",2016,"Economic Contribution",5003.095066
"Hungary",2016,"Investment in Assets",945.221829
"Hungary",2016,"Loans to Agriculture",1248.127755
"Hungary",2016,"Foreign Investment",10.488317
"Hungary",2017,"Economic Contribution",5372.714685
"Hungary",2017,"Investment in Assets",1141.227985
"Hungary",2017,"Loans to Agriculture",1200.258533
"Hungary",2017,"Foreign Investment",43.56662
"Hungary",2018,"Economic Contribution",5597.915215
"Hungary",2018,"Investment in Assets",1428.872427
"Hungary",2018,"Loans to Agriculture",1332.239242
"Hungary",2018,"Foreign Investment",-28.751956
"Hungary",2019,"Economic Contribution",5465.870777
"Hungary",2019,"Investment in Assets",1771.733296
"Hungary",2019,"Loans to Agriculture",1332.546996
"Hungary",2019,"Foreign Investment",22.297093
"Hungary",2020,"Economic Contribution",5330.797952
"Hungary",2020,"Investment in Assets",1475.847142
"Hungary",2020,"Loans to Agriculture",1508.226152
"Hungary",2020,"Foreign Investment",26.949527
"Hungary",2021,"Economic Contribution",6100.253732
"Hungary",2021,"Investment in Assets",1734.078495
"Hungary",2021,"Loans to Agriculture",1720.207626
"Hungary",2021,"Foreign Investment",34.196047
"Iceland",2001,"Economic Contribution",616.367324
"Iceland",2001,"Investment in Assets",151.404147
"Iceland",2001,"Foreign Investment",-0.215551
"Iceland",2002,"Economic Contribution",700.090663
"Iceland",2002,"Investment in Assets",91.382563
"Iceland",2003,"Economic Contribution",736.433194
"Iceland",2003,"Investment in Assets",82.480393
"Iceland",2004,"Economic Contribution",735.042256
"Iceland",2004,"Investment in Assets",140.345606
"Iceland",2005,"Economic Contribution",800.820694
"Iceland",2005,"Investment in Assets",157.141586
"Iceland",2006,"Economic Contribution",834.567911
"Iceland",2006,"Investment in Assets",154.384397
"Iceland",2007,"Economic Contribution",900.642869
"Iceland",2007,"Investment in Assets",188.279947
"Iceland",2008,"Economic Contribution",867.014568
"Iceland",2008,"Investment in Assets",92.371625
"Iceland",2008,"Foreign Investment",-1.569111
"Iceland",2010,"Economic Contribution",865.305577
"Iceland",2010,"Investment in Assets",98.67155
"Iceland",2010,"Foreign Investment",5.505473
"Iceland",2011,"Economic Contribution",1004.710989
"Iceland",2011,"Investment in Assets",134.58447
"Iceland",2011,"Foreign Investment",-0.017248
"Iceland",2014,"Economic Contribution",943.030176
"Iceland",2014,"Investment in Assets",183.310596
"Iceland",2014,"Foreign Investment",37.154436
"Iceland",2015,"Economic Contribution",930.29422
"Iceland",2015,"Investment in Assets",245.778081
"Iceland",2015,"Foreign Investment",1.282873
"Iceland",2016,"Economic Contribution",952.581006
"Iceland",2016,"Investment in Assets",258.755363
"Iceland",2016,"Foreign Investment",40.448724
"Iceland",2016,"Research and Development",39.4
"Iceland",2017,"Economic Contribution",935.456902
"Iceland",2017,"Investment in Assets",316.681604
"Iceland",2017,"Foreign Investment",10.060322
"Iceland",2017,"Research and Development",52.87
"Iceland",2018,"Economic Contribution",1030.398387
"Iceland",2018,"Investment in Assets",211.057791
"Iceland",2018,"Foreign Investment",13.467529
"Iceland",2018,"Research and Development",52.94
"Iceland",2019,"Economic Contribution",1087.68931
"Iceland",2019,"Investment in Assets",259.826305
"Iceland",2019,"Foreign Investment",27.713872
"Iceland",2019,"Research and Development",50.2
"Iceland",2022,"Economic Contribution",1187.166584
"Iceland",2022,"Investment in Assets",348.813037
"Iceland",2022,"Research and Development",47.94
"India",2001,"Economic Contribution",103803.8512
"India",2001,"Investment in Assets",13999.23566
"India",2001,"Loans to Agriculture",10962.97874
"India",2001,"Development Aid",364.071614
"India",2001,"Foreign Investment",-0.215551
"India",2003,"Economic Contribution",114726.8397
"India",2003,"Investment in Assets",13987.99439
"India",2003,"Loans to Agriculture",16300.95335
"India",2003,"Development Aid",288.450159
"India",2005,"Economic Contribution",145122.0777
"India",2005,"Investment in Assets",21877.24196
"India",2005,"Loans to Agriculture",28205.19274
"India",2005,"Development Aid",308.24216
"India",2006,"Economic Contribution",157851.7378
"India",2006,"Investment in Assets",24008.43521
"India",2006,"Loans to Agriculture",38114.22076
"India",2006,"Development Aid",282.122834
"India",2007,"Economic Contribution",198442.8307
"India",2007,"Investment in Assets",31789.60617
"India",2007,"Loans to Agriculture",55670.96751
"India",2007,"Development Aid",287.286478
"India",2008,"Economic Contribution",212820.1582
"India",2008,"Investment in Assets",39283.98484
"India",2008,"Loans to Agriculture",63013.40989
"India",2008,"Development Aid",472.430105
"India",2008,"Foreign Investment",-1.569111
"India",2009,"Economic Contribution",220225.6228
"India",2009,"Investment in Assets",40398.20777
"India",2009,"Loans to Agriculture",63932.95776
"India",2009,"Development Aid",737.740942
"India",2009,"Foreign Investment",1.852181
"India",2010,"Economic Contribution",284277.9471
"India",2010,"Investment in Assets",45300.02073
"India",2010,"Loans to Agriculture",85356.25402
"India",2010,"Development Aid",656.331909
"India",2010,"Foreign Investment",5.505473
"India",2011,"Economic Contribution",321819.7947
"India",2011,"Investment in Assets",57349.81662
"India",2011,"Loans to Agriculture",98782.29288
"India",2011,"Development Aid",568.477933
"India",2011,"Foreign Investment",-0.017248
"India",2012,"Economic Contribution",313471.693
"India",2012,"Investment in Assets",49654.69002
"India",2012,"Loans to Agriculture",87706.27952
"India",2012,"Development Aid",532.860438
"India",2012,"Foreign Investment",0.581702
"India",2013,"Economic Contribution",328744.681
"India",2013,"Investment in Assets",54743.74351
"India",2013,"Loans to Agriculture",115392.7451
"India",2013,"Development Aid",508.748536
"India",2013,"Foreign Investment",27.278491
"India",2014,"Economic Contribution",343049.0998
"India",2014,"Investment in Assets",52617.51904
"India",2014,"Loans to Agriculture",118334.3301
"India",2014,"Development Aid",641.541103
"India",2014,"Foreign Investment",37.154436
"India",2016,"Economic Contribution",374827.748
"India",2016,"Investment in Assets",49883.26105
"India",2016,"Loans to Agriculture",129948.91
"India",2016,"Development Aid",570.901118
"India",2016,"Foreign Investment",40.448724
"India",2018,"Economic Contribution",442985.4858
"India",2018,"Investment in Assets",58395.49889
"India",2018,"Loans to Agriculture",164178.7309
"India",2018,"Development Aid",585.072158
"India",2018,"Foreign Investment",13.467529
"India",2021,"Economic Contribution",538443.4812
"India",2021,"Investment in Assets",67201.24633
"India",2021,"Loans to Agriculture",186388.0246
"India",2021,"Development Aid",774.260452
"India",2021,"Foreign Investment",-0.287857
"India",2022,"Economic Contribution",562889.7641
"India",2022,"Investment in Assets",71118.80452
"India",2022,"Loans to Agriculture",195789.9357
"Indonesia",2001,"Economic Contribution",23809.97893
"Indonesia",2001,"Investment in Assets",2962.056372
"Indonesia",2001,"Loans to Agriculture",2033.252444
"Indonesia",2001,"Development Aid",170.435702
"Indonesia",2001,"Foreign Investment",389.6
"Indonesia",2002,"Economic Contribution",29351.21296
"Indonesia",2002,"Investment in Assets",3671.219644
"Indonesia",2002,"Loans to Agriculture",2398.4045
"Indonesia",2002,"Development Aid",66.544747
"Indonesia",2002,"Foreign Investment",461
"Indonesia",2003,"Economic Contribution",34600.72079
"Indonesia",2003,"Investment in Assets",4306.575299
"Indonesia",2003,"Loans to Agriculture",2833.93163
"Indonesia",2003,"Development Aid",62.807163
"Indonesia",2003,"Foreign Investment",265.7
"Indonesia",2004,"Economic Contribution",35734.83428
"Indonesia",2004,"Investment in Assets",4672.741654
"Indonesia",2004,"Loans to Agriculture",3702.937179
"Indonesia",2004,"Development Aid",86.540577
"Indonesia",2004,"Foreign Investment",141
"Indonesia",2005,"Economic Contribution",36419.29581
"Indonesia",2005,"Investment in Assets",4882.250594
"Indonesia",2005,"Loans to Agriculture",3833.178426
"Indonesia",2005,"Development Aid",101.125648
"Indonesia",2005,"Foreign Investment",11.55
"Indonesia",2005,"Research and Development",29.03
"Indonesia",2006,"Economic Contribution",45905.10458
"Indonesia",2006,"Investment in Assets",6225.666826
"Indonesia",2006,"Loans to Agriculture",4934.86416
"Indonesia",2006,"Development Aid",201.978043
"Indonesia",2006,"Foreign Investment",229
"Indonesia",2006,"Research and Development",92.27
"Indonesia",2007,"Economic Contribution",57539.17584
"Indonesia",2007,"Investment in Assets",7752.870261
"Indonesia",2007,"Loans to Agriculture",6111.366371
"Indonesia",2007,"Development Aid",240.510174
"Indonesia",2007,"Foreign Investment",304
"Indonesia",2007,"Research and Development",108.73
"Indonesia",2008,"Economic Contribution",71713.01983
"Indonesia",2008,"Investment in Assets",10109.36788
"Indonesia",2008,"Loans to Agriculture",6814.648168
"Indonesia",2008,"Development Aid",180.842066
"Indonesia",2008,"Foreign Investment",172.94
"Indonesia",2008,"Research and Development",106.57
"Indonesia",2009,"Economic Contribution",80076.03285
"Indonesia",2009,"Investment in Assets",11699.59652
"Indonesia",2009,"Loans to Agriculture",7256.277731
"Indonesia",2009,"Development Aid",269.885839
"Indonesia",2009,"Foreign Investment",-43.06
"Indonesia",2009,"Research and Development",105.28
"Indonesia",2010,"Economic Contribution",105178.6714
"Indonesia",2010,"Investment in Assets",15415.12797
"Indonesia",2010,"Loans to Agriculture",9891.941305
"Indonesia",2010,"Development Aid",463.336925
"Indonesia",2010,"Foreign Investment",337
"Indonesia",2011,"Economic Contribution",120660.5489
"Indonesia",2011,"Investment in Assets",17725.76131
"Indonesia",2011,"Loans to Agriculture",12893.09646
"Indonesia",2011,"Development Aid",284.026714
"Indonesia",2011,"Foreign Investment",331
"Indonesia",2013,"Economic Contribution",121883.1037
"Indonesia",2013,"Investment in Assets",18194.60068
"Indonesia",2013,"Loans to Agriculture",17806.56139
"Indonesia",2013,"Development Aid",311.730822
"Indonesia",2013,"Foreign Investment",1967.64
"Indonesia",2013,"Research and Development",132.91
"Indonesia",2014,"Economic Contribution",118805.7814
"Indonesia",2014,"Investment in Assets",17904.68273
"Indonesia",2014,"Loans to Agriculture",18702.0025
"Indonesia",2014,"Development Aid",131.898327
"Indonesia",2014,"Foreign Investment",4157.78
"Indonesia",2016,"Economic Contribution",125605.4067
"Indonesia",2016,"Investment in Assets",18775.61747
"Indonesia",2016,"Loans to Agriculture",22388.29134
"Indonesia",2016,"Development Aid",207.656122
"Indonesia",2016,"Foreign Investment",2345.48
"Indonesia",2017,"Economic Contribution",133621.209
"Indonesia",2017,"Investment in Assets",20162.0344
"Indonesia",2017,"Loans to Agriculture",24824.84872
"Indonesia",2017,"Development Aid",261.988915
"Indonesia",2017,"Foreign Investment",3632.12
"Indonesia",2018,"Economic Contribution",133499.3239
"Indonesia",2018,"Investment in Assets",20149.1104
"Indonesia",2018,"Loans to Agriculture",26092.38284
"Indonesia",2018,"Development Aid",152.210689
"Indonesia",2018,"Foreign Investment",3141.16
"Indonesia",2019,"Economic Contribution",142266.72
"Indonesia",2019,"Investment in Assets",21346.31081
"Indonesia",2019,"Loans to Agriculture",27483.14466
"Indonesia",2019,"Development Aid",123.86499
"Indonesia",2019,"Foreign Investment",1840
"Indonesia",2020,"Economic Contribution",145066.4918
"Indonesia",2020,"Investment in Assets",21492.52159
"Indonesia",2020,"Loans to Agriculture",27797.89328
"Indonesia",2020,"Development Aid",302.968977
"Indonesia",2020,"Foreign Investment",-98.62
"Indonesia",2021,"Economic Contribution",157521.2561
"Indonesia",2021,"Investment in Assets",23200.73771
"Indonesia",2021,"Loans to Agriculture",30700.48
"Indonesia",2021,"Development Aid",479.814616
"Indonesia",2021,"Foreign Investment",-21.92
"Indonesia",2022,"Economic Contribution",163512.8215
"Indonesia",2022,"Investment in Assets",24474.66314
"Indonesia",2022,"Loans to Agriculture",32670.07564
"Indonesia",2022,"Foreign Investment",-212.74
"Iraq",2001,"Economic Contribution",1484.445308
"Iraq",2001,"Investment in Assets",58.707612
"Iraq",2002,"Economic Contribution",1794.920082
"Iraq",2002,"Investment in Assets",62.465478
"Iraq",2002,"Development Aid",0.009424
"Iraq",2004,"Economic Contribution",2542.166552
"Iraq",2004,"Investment in Assets",72.151798
"Iraq",2004,"Development Aid",10.277341
"Iraq",2006,"Economic Contribution",3775.586441
"Iraq",2006,"Investment in Assets",90.403239
"Iraq",2006,"Development Aid",51.483633
"Iraq",2007,"Economic Contribution",4379.36678
"Iraq",2007,"Investment in Assets",120.992471
"Iraq",2007,"Development Aid",66.181697
"Iraq",2009,"Economic Contribution",6727.565367
"Iraq",2009,"Investment in Assets",158.116125
"Iraq",2009,"Loans to Agriculture",418.187099
"Iraq",2009,"Development Aid",65.461088
"Iraq",2010,"Economic Contribution",7150.623932
"Iraq",2010,"Investment in Assets",161.494947
"Iraq",2010,"Loans to Agriculture",492.004274
"Iraq",2010,"Development Aid",88.143539
"Iraq",2011,"Economic Contribution",8477.196581
"Iraq",2011,"Investment in Assets",160.142979
"Iraq",2011,"Loans to Agriculture",1119.498291
"Iraq",2011,"Development Aid",47.105025
"Iraq",2012,"Economic Contribution",8990.91039
"Iraq",2012,"Investment in Assets",177.664424
"Iraq",2012,"Loans to Agriculture",1861.610228
"Iraq",2012,"Development Aid",42.814211
"Iraq",2013,"Economic Contribution",11188.59348
"Iraq",2013,"Investment in Assets",211.09357
"Iraq",2013,"Loans to Agriculture",1631.799314
"Iraq",2013,"Development Aid",67.70468
"Iraq",2014,"Economic Contribution",11259.53911
"Iraq",2014,"Investment in Assets",201.465128
"Iraq",2014,"Loans to Agriculture",1772.620926
"Iraq",2014,"Development Aid",26.66228
"Iraq",2015,"Economic Contribution",6990.950628
"Iraq",2015,"Investment in Assets",180.220531
"Iraq",2015,"Loans to Agriculture",1877.026205
"Iraq",2015,"Development Aid",41.860785
"Iraq",2016,"Economic Contribution",6626.097208
"Iraq",2016,"Investment in Assets",149.94416
"Iraq",2016,"Loans to Agriculture",1809.601523
"Iraq",2016,"Development Aid",21.687778
"Iraq",2018,"Economic Contribution",6402.253308
"Iraq",2018,"Investment in Assets",170.654611
"Iraq",2018,"Loans to Agriculture",1732.284084
"Iraq",2018,"Development Aid",4.343542
"Iraq",2019,"Economic Contribution",8808.100169
"Iraq",2019,"Investment in Assets",129.935008
"Iraq",2019,"Loans to Agriculture",1904.084602
"Iraq",2019,"Development Aid",2.208058
"Iraq",2020,"Economic Contribution",11015.87836
"Iraq",2020,"Investment in Assets",216.077817
"Iraq",2020,"Loans to Agriculture",1761.173658
"Iraq",2020,"Development Aid",5.954421
"Iraq",2021,"Economic Contribution",8215.737103
"Iraq",2021,"Investment in Assets",85.651726
"Iraq",2021,"Loans to Agriculture",1459.904828
"Iraq",2021,"Development Aid",15.952345
"Iraq",2022,"Economic Contribution",9000.418599
"Iraq",2022,"Investment in Assets",110.450015
"Iraq",2022,"Loans to Agriculture",1552.215172
"Ireland",2001,"Economic Contribution",2178.313393
"Ireland",2001,"Investment in Assets",606.616495
"Ireland",2002,"Economic Contribution",2221.052466
"Ireland",2002,"Investment in Assets",654.574287
"Ireland",2003,"Economic Contribution",2431.670336
"Ireland",2003,"Investment in Assets",767.373343
"Ireland",2003,"Loans to Agriculture",4125.123867
"Ireland",2004,"Economic Contribution",3054.103419
"Ireland",2004,"Investment in Assets",861.524899
"Ireland",2004,"Loans to Agriculture",4979.108851
"Ireland",2005,"Economic Contribution",2188.982988
"Ireland",2005,"Investment in Assets",887.866239
"Ireland",2005,"Loans to Agriculture",5491.717654
"Ireland",2006,"Economic Contribution",2136.838221
"Ireland",2006,"Investment in Assets",1096.698304
"Ireland",2006,"Loans to Agriculture",6478.151293
"Ireland",2007,"Economic Contribution",2813.80712
"Ireland",2007,"Investment in Assets",1818.926623
"Ireland",2007,"Loans to Agriculture",7633.054947
"Ireland",2008,"Economic Contribution",2331.943712
"Ireland",2008,"Investment in Assets",1222.470888
"Ireland",2008,"Loans to Agriculture",9288.460834
"Ireland",2010,"Economic Contribution",2116.19056
"Ireland",2010,"Investment in Assets",671.809008
"Ireland",2010,"Loans to Agriculture",7049.910932
"Ireland",2011,"Economic Contribution",2889.290082
"Ireland",2011,"Investment in Assets",921.247182
"Ireland",2011,"Loans to Agriculture",7046.590348
"Ireland",2012,"Economic Contribution",2223.683963
"Ireland",2012,"Investment in Assets",1037.771605
"Ireland",2012,"Loans to Agriculture",6394.755709
"Ireland",2013,"Economic Contribution",2580.30181
"Ireland",2013,"Investment in Assets",1054.413223
"Ireland",2013,"Loans to Agriculture",6454.14846
"Ireland",2014,"Economic Contribution",3217.545579
"Ireland",2014,"Investment in Assets",1153.845741
"Ireland",2014,"Loans to Agriculture",5539.111434
"Ireland",2017,"Economic Contribution",3962.418859
"Ireland",2017,"Investment in Assets",1113.559497
"Ireland",2017,"Loans to Agriculture",4415.921266
"Ireland",2018,"Economic Contribution",3438.452979
"Ireland",2018,"Investment in Assets",1327.29485
"Ireland",2018,"Loans to Agriculture",4712.006642
"Ireland",2019,"Economic Contribution",3613.859626
"Ireland",2019,"Investment in Assets",1468.809889
"Ireland",2019,"Loans to Agriculture",4264.079635
"Ireland",2020,"Economic Contribution",3965.550694
"Ireland",2020,"Investment in Assets",1390.405603
"Ireland",2020,"Loans to Agriculture",4258.109025
